FAA Site Number,Loc ID,Airport Name,Associated City,State,Region,ADO,Use,Latitude,Longitude,Airport Ownership,Part 139,NPIAS Service Level,NPIAS Hub Type,Airport Control Tower,Fuel,Other Services,Based Aircraft Total,Total Operations
05776.79*H,78IN,HARRIER,WOLCOTT,IN,AGL,CHI,PR,40-45-05.0000N,086-58-52.0000W,PR,,NON-NPIAS,,N,,,0,0 
02719.*A,ANK,HARRIET ALEXANDER FIELD,SALIDA,CO,ANM,DEN,PU,38-32-17.8000N,106-02-55.1000W,PU,,General Aviation,,N,100LLA,AMB,21,4053 
09127.*A,AQW,HARRIMAN-AND-WEST,NORTH ADAMS,MA,ANE,NONE,PU,42-41-46.5137N,073-10-13.9910W,PU,,General Aviation,,N,100LLA,AVNCS  CHTR  GLD  INSTR  RNTL  SURV  TOW,32,31900 
04208.92*A,20ID,HARRINGTON,IDAHO CITY,ID,ANM,HLN,PR,43-43-13.5800N,116-00-20.4000W,PR,,NON-NPIAS,,N,,,1,0 
02518.33*A,CO02,HARRINGTON RANCH,BENNET,CO,ANM,DEN,PR,39-37-46.9500N,104-31-06.8760W,PR,,NON-NPIAS,,N,,,1,0 
18196.01*H,58OI,HARRINGTON SQUARE,MIDDLEFIELD,OH,AGL,DET,PR,41-27-42.1940N,081-05-07.3500W,PR,,NON-NPIAS,,N,,,0,0 
20776.8*A,3PA8,HARRIS,LINCOLN UNIVERSITY,PA,AEA,HAR,PR,39-49-13.3890N,075-55-32.8010W,PR,,NON-NPIAS,,N,,,0,0 
15251.6*A,83K,HARRIS,FORT ANN,NY,AEA,NYC,PU,43-24-30.0000N,073-32-04.0000W,PR,,NON-NPIAS,,N,,,1,0 
04958.6*A,IS24,HARRIS,RAMSEY,IL,AGL,CHI,PR,39-04-40.0000N,089-04-54.0000W,PR,,NON-NPIAS,,N,,,0,0 
08656.29*A,MD69,HARRIS,STILL POND,MD,AEA,DCA,PR,39-20-00.3980N,076-04-58.8130W,PR,,NON-NPIAS,,N,,,1,0 
26437.01*A,WN05,HARRIS,TOLEDO,WA,ANM,SEA,PR,46-30-53.3850N,122-47-31.4170W,PR,,NON-NPIAS,,N,,,1,0 
18089.7*A,19OH,HARRIS CORN FIELD,LITCHFIELD,OH,AGL,DET,PR,41-10-23.1950N,082-03-33.5270W,PR,,NON-NPIAS,,N,,,0,0 
03958.26*A,PIM,HARRIS COUNTY,PINE MOUNTAIN,GA,ASO,ATL,PU,32-50-26.5000N,084-52-56.8000W,PU,,General Aviation,,N,100LLA1+,INSTR  RNTL,15,10800 
24067.07*H,TS37,HARRIS COUNTY CLAY ROAD COURTHOUSE,HOUSTON,TX,ASW,TEX,PR,29-50-03.8170N,095-39-19.8050W,PU,,NON-NPIAS,,N,,,0,0 
24067.83*H,0TS6,HARRIS COUNTY COURTHOUSE,HOUSTON,TX,ASW,TEX,PR,29-42-57.8270N,095-28-36.7890W,PU,,NON-NPIAS,,N,,,0,0 
06164.01*A,73IA,HARRIS FIELD,MASON CITY,IA,ACE,NONE,PR,43-14-08.0000N,093-12-30.0000W,PR,,NON-NPIAS,,N,,,2,0 
15208.*G,4NY8,HARRIS HILL,ELMIRA,NY,AEA,NYC,PR,42-07-15.2670N,076-54-03.8580W,PU,,NON-NPIAS,,N,,,3,0 
13320.2*H,76NH,HARRIS HOMESTEAD,LOUDON,NH,ANE,NONE,PR,43-21-30.2800N,071-26-28.2500W,PR,,NON-NPIAS,,N,,,0,0 
23887.21*H,TE30,HARRIS HOSPITAL,FORT WORTH,TX,ASW,TEX,PR,32-44-12.4400N,097-20-17.1600W,PR,,NON-NPIAS,,N,,,4,0 
01110.01*H,AR92,HARRIS HOSPITAL AND CLINIC,NEWPORT,AR,ASW,AOK,PR,35-36-31.2860N,091-15-54.4600W,PR,,NON-NPIAS,,N,,,0,0 
23887.03*H,51TA,HARRIS METHODIST SOUTHWEST HELISTOP,FORT WORTH,TX,ASW,TEX,PR,32-38-43.4810N,097-24-53.0670W,PR,,NON-NPIAS,,N,,,0,0 
24131.21*A,2XS1,HARRIS RANCH,JOHNSON CITY,TX,ASW,TEX,PR,30-13-07.9600N,098-18-09.8650W,PR,,NON-NPIAS,,N,,,0,0 
01419.12*A,3O8,HARRIS RANCH,COALINGA,CA,AWP,SFO,PU,36-14-53.2000N,120-14-18.5000W,PR,,NON-NPIAS,,N,100LL,,0,10000 
02190.2*A,9CA7,HARRIS RIVER RANCH,SANGER,CA,AWP,SFO,PR,36-46-18.7000N,119-26-42.5800W,PR,,NON-NPIAS,,N,,,1,0 
12277.99*A,21MT,HARRIS RUNWAY,BOZEMAN,MT,ANM,HLN,PR,45-44-53.0200N,111-04-11.4600W,PR,,NON-NPIAS,,N,,,1,0 
20503.01*H,5PN9,HARRISBURG HOSPITAL,HARRISBURG,PA,AEA,HAR,PR,40-15-28.0000N,076-52-52.0000W,PR,,NON-NPIAS,,N,,,0,0 
20503.*A,MDT,HARRISBURG INTL,HARRISBURG,PA,AEA,HAR,PU,40-11-35.4864N,076-45-45.4342W,PU,I B S 05/1973,Primary,Small,Y,100LLA,AVNCS  CHTR  INSTR  RNTL,26,50331 
04721.99*H,4IS4,HARRISBURG MEDICAL CENTER,HARRISBURG,IL,AGL,CHI,PR,37-43-52.5800N,088-31-20.1300W,PR,,NON-NPIAS,,N,,,0,0 
04722.*A,HSB,HARRISBURG-RALEIGH,HARRISBURG,IL,AGL,CHI,PU,37-48-40.5220N,088-33-00.9347W,PU,,General Aviation,,N,100LLA,,13,18000 
11792.02*A,MU33,HARRISON,HURDLAND,MO,ACE,NONE,PR,40-04-37.1340N,092-19-11.6700W,PR,,NON-NPIAS,,N,,,2,0 
17664.2*A,8G6,HARRISON COUNTY,CADIZ,OH,AGL,DET,PU,40-14-18.1000N,081-00-46.4000W,PU,,General Aviation,,N,100LL,,23,11900 
24302.*A,ASL,HARRISON COUNTY,MARSHALL,TX,ASW,TEX,PU,32-31-13.8000N,094-18-28.0000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL  SALES,16,16200 
24933.*A,TE91,HARRISON FARM,TROUP,TX,ASW,TEX,PR,32-02-21.5900N,095-04-58.0000W,PR,,NON-NPIAS,,N,,,1,0 
24174.1*A,F75,HARRISON FIELD OF KNOX CITY,KNOX CITY,TX,ASW,TEX,PU,33-26-17.3420N,099-48-46.3280W,PU,,NON-NPIAS,,N,,AGRI,4,2500 
07097.01*H,63KY,HARRISON MEMORIAL HOSPITAL,CYNTHIANA,KY,ASO,MEM,PR,38-22-57.0000N,084-16-41.0000W,PR,,NON-NPIAS,,N,,,0,0 
23575.11*A,TE27,HARRISON PILONCILLO RANCH,CATARINA,TX,ASW,TEX,PR,28-15-15.9850N,099-35-57.1590W,PR,,NON-NPIAS,,N,,,0,0 
12056.13*A,36MO,HARRISON PVT,ROLLA,MO,ACE,NONE,PR,37-51-10.1500N,091-38-48.5500W,PR,,NON-NPIAS,,N,,,2,0 
09896.*A,5Y0,HARRISVILLE,HARRISVILLE,MI,AGL,DET,PU,44-40-05.6000N,083-18-18.4000W,PU,,NON-NPIAS,,N,,,0,300 
06823.33*A,SN42,HARROD,OTTAWA,KS,ACE,NONE,PR,38-33-41.0460N,095-12-29.3990W,PR,,NON-NPIAS,,N,,,1,0 
22692.*A,SD50,HARROLD MUNI,HARROLD,SD,AGL,DMA,PR,44-31-52.7000N,099-44-51.6000W,PU,,NON-NPIAS,,N,100LL,AGRI,5,5750 
18298.*A,PHD,HARRY CLEVER FIELD,NEW PHILADELPHIA,OH,AGL,DET,PU,40-28-12.6000N,081-25-11.8000W,PU,,General Aviation,,N,100LLA+,SURV,31,54880 
07697.*A,PTN,HARRY P WILLIAMS MEMORIAL,PATTERSON,LA,ASW,LNM,PU,29-42-34.3670N,091-20-20.3230W,PU,,General Aviation,,N,100LLA,AGRI  AVNCS  CHTR  INSTR,20,45075 
12203.01*C,75U,HARRY S TRUMAN DAM & RESERVOIR,WARSAW,MO,ACE,NONE,PU,38-13-00.0930N,093-25-00.7370W,PU,,NON-NPIAS,,N,,,0,15 
11532.6*A,2M1,HARRY S TRUMAN RGNL,BATES CITY,MO,ACE,NONE,PU,39-01-10.7000N,094-05-11.4000W,PR,,NON-NPIAS,,N,,SALES,3,600 
17484.1*A,BWP,HARRY STERN,WAHPETON,ND,AGL,DMA,PU,46-14-39.4576N,096-36-25.7614W,PU,,General Aviation,,N,100LLA,AGRI  INSTR  SALES,52,13100 
09945.3*A,MI82,HARRY'S FIELD,HUDSONVILLE,MI,AGL,DET,PR,42-52-35.0880N,085-57-20.1420W,PR,,NON-NPIAS,,N,,,1,0 
10615.95*A,70MN,HARRY-WALT,CEDAR,MN,AGL,DMA,PR,45-21-06.8720N,093-14-45.8200W,PR,,NON-NPIAS,,N,,,0,0 
21817.5*H,28PN,HARSCO,WORMLEYSBURG,PA,AEA,HAR,PR,40-15-35.3210N,076-54-34.9060W,PR,,NON-NPIAS,,N,,,0,0 
09898.6*H,HD6,HARSENS ISLAND,HARSENS ISLAND,MI,AGL,DET,PU,42-35-32.0200N,082-34-19.0200W,PR,,NON-NPIAS,,N,,,0,50 
09898.5*A,Z92,HARSENS ISLAND,HARSENS ISLAND,MI,AGL,DET,PU,42-35-21.9050N,082-34-32.2450W,PR,,NON-NPIAS,,N,,,0,100 
03312.52*A,3FL8,HART,MALONE,FL,ASO,ORL,PR,30-56-46.6000N,085-16-25.7500W,PR,,NON-NPIAS,,N,,,0,0 
07637.*A,3R4,HART,MANY,LA,ASW,LNM,PU,31-32-40.2000N,093-29-09.5000W,PU,,General Aviation,,N,100LL,,6,5100 
15943.02*A,9NY7,HART,PERTH,NY,AEA,NYC,PR,43-01-58.2660N,074-09-03.4690W,PR,,NON-NPIAS,,N,,,1,0 
24014.5*A,1TX8,HART AERIAL,HART,TX,ASW,TEX,PR,34-22-10.2590N,102-05-01.6630W,PR,,NON-NPIAS,,N,,,3,0 
01699.*A,9CL4,HART MINE,IVANPAH,CA,AWP,LAX,PR,35-16-59.9640N,115-11-32.9430W,PR,,NON-NPIAS,,N,,,0,0 
26438.01*A,25WA,HART RANCH,TONASKET,WA,ANM,SEA,PR,48-34-35.5700N,119-03-53.1350W,PR,,NON-NPIAS,,N,,,1,0 
02244.*A,5CL1,HART RANCH,SANTA MARGARITA,CA,AWP,SFO,PR,35-24-17.0000N,120-31-30.0000W,PR,,NON-NPIAS,,N,,,1,0 
13213.9*A,2ME3,HARTE FIELD,CHARLESTON,ME,ANE,NONE,PR,45-02-28.8600N,068-59-24.0800W,PR,,NON-NPIAS,,N,,,0,0 
04832.21*A,2V3,HARTENBOWER HECTARES,LOSTANT,IL,AGL,CHI,PU,41-10-53.4000N,089-08-48.1000W,PR,,NON-NPIAS,,N,,INSTR,4,3000 
02827.23*H,0CT9,HARTFORD HOSPITAL,HARTFORD,CT,ANE,NONE,PR,41-45-16.3600N,072-40-43.3340W,PR,,NON-NPIAS,,N,,,0,0 
27248.*A,HXF,HARTFORD MUNI,HARTFORD,WI,AGL,CHI,PU,43-20-57.1438N,088-23-28.5950W,PU,,General Aviation,,N,100LLMOGAS,GLD  INSTR  RNTL  TOW,104,15500 
02827.*A,HFD,HARTFORD-BRAINARD,HARTFORD,CT,ANE,NONE,PU,41-44-12.2000N,072-38-58.0000W,PU,,Reliever,,Y,100LLA,AFRT  AVNCS  CHTR  INSTR  RNTL  SALES,124,81474 
12752.4*A,0B4,HARTINGTON MUNI/ BUD BECKER FLD,HARTINGTON,NE,ACE,NONE,PU,42-36-11.1000N,097-15-12.6000W,PU,,General Aviation,,N,100LL,AGRI  INSTR  RNTL,23,6600 
06968.3*A,9KS1,HARTLAND,WELLSVILLE,KS,ACE,NONE,PR,38-39-34.0000N,095-05-32.0000W,PR,,NON-NPIAS,,N,,,3,0 
23749.*A,3XS0,HARTLEE FIELD,DENTON,TX,ASW,TEX,PR,33-16-06.4240N,097-04-16.0370W,PR,,NON-NPIAS,,N,,INSTR  RNTL,7,7000 
26144.01*A,50WA,HARTLEY,CHEHALIS,WA,ANM,SEA,PR,46-37-11.3740N,122-57-54.4560W,PR,,NON-NPIAS,,N,,,1,0 
05409.3*A,53IN,HARTMAN FARMS FIELD,KOKOMO,IN,AGL,CHI,PR,40-31-17.1370N,086-12-53.9810W,PR,,NON-NPIAS,,N,,,1,0 
22309.4*H,10SC,HARTNESS,GREENVILLE,SC,ASO,ATL,PR,34-50-24.0000N,082-15-12.0000W,PR,,NON-NPIAS,,N,,,0,0 
22309.2*A,SC58,HARTNESS,GREENVILLE,SC,ASO,ATL,PR,34-50-49.4240N,082-15-06.4130W,PR,,NON-NPIAS,,N,,,0,0 
25550.*A,VSF,HARTNESS STATE (SPRINGFIELD),SPRINGFIELD,VT,ANE,NONE,PU,43-20-37.4000N,072-31-02.2000W,PU,,General Aviation,,N,100LLA,AFRT  CHTR  INSTR,21,6611 
03978.01*H,23GA,HARTRAMPF,SANDY SPRINGS,GA,ASO,ATL,PR,33-59-22.3600N,084-19-55.7300W,PR,,NON-NPIAS,,N,,,0,0 
00374.1*A,5M0,HARTSELLE-MORGAN COUNTY REGIONAL,HARTSELLE,AL,ASO,JAN,PU,34-24-29.6000N,086-55-58.6000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,21,15295 
03640.*A,ATL,HARTSFIELD - JACKSON ATLANTA INTL,ATLANTA,GA,ASO,ATL,PU,33-38-12.1186N,084-25-40.3104W,PU,I E S 05/1973,Primary,Large,Y,100  100LLA,AMB  CARGO  CHTR,0,868787 
22324.1*A,HVS,HARTSVILLE RGNL,HARTSVILLE,SC,ASO,ATL,PU,34-24-11.1000N,080-07-09.2000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,19,6000 
14183.19*A,2NJ5,HARTUNG,PHILLIPSBURG,NJ,AEA,HAR,PR,40-39-07.3580N,075-11-09.6310W,PR,,NON-NPIAS,,N,,,2,0 
04747.81*A,79IS,HARTWELL RANCH RLA,HILLVIEW,IL,AGL,CHI,PR,39-26-41.1720N,090-33-43.4480W,PR,,NON-NPIAS,,N,,,0,0 
03108.03*A,FD94,HARTZOG FIELD,CHIPLEY,FL,ASO,ORL,PR,30-43-08.0000N,085-36-24.0000W,PR,,NON-NPIAS,,N,,,1,0 
02490.1*A,CN23,HARVARD,YERMO,CA,AWP,LAX,PR,34-57-41.9430N,116-40-31.1100W,PR,,NON-NPIAS,,N,,,1,632 
12753.*A,08K,HARVARD STATE,HARVARD,NE,ACE,NONE,PU,40-39-04.8000N,098-04-47.6000W,PU,,General Aviation,,N,100LL,AGRI,7,5000 
03963.1*C,12GE,HARVEST LAKE,RICEBORO,GA,ASO,ATL,PR,31-43-51.0000N,081-21-35.0000W,PR,,NON-NPIAS,,N,,,1,0 
11706.*A,MO35,HARVEY,EOLIA,MO,ACE,NONE,PR,39-12-46.1689N,090-55-02.4772W,PR,,NON-NPIAS,,N,,,1,0 
26411.*A,S43,HARVEY FIELD,SNOHOMISH,WA,ANM,SEA,PU,47-54-17.5210N,122-06-09.8830W,PR,,Reliever,,N,100LLA,CHTR  INSTR  PAJA  RNTL  SALES,256,139195 
17355.*A,5H4,HARVEY MUNI,HARVEY,ND,AGL,DMA,PU,47-47-28.4000N,099-55-54.3000W,PU,,General Aviation,,N,100LL,AGRI,15,1710 
16788.*A,NC01,HARVEY POINT DEFENSE TESTING ACTIVITY,HERTFORD,NC,ASO,MEM,PR,36-05-46.4000N,076-19-37.4000W,PR,,NON-NPIAS,,N,,,0,0 
04730.02*H,IS17,HARVEY POLICE DEPARTMENT,HARVEY,IL,AGL,CHI,PR,41-36-44.0000N,087-40-12.0000W,PR,,NON-NPIAS,,N,,,0,0 
19285.*A,1H6,HARVEY YOUNG,TULSA,OK,ASW,AOK,PU,36-08-20.1000N,095-49-30.2000W,PR,,NON-NPIAS,,N,100LL,INSTR  RNTL  SALES,40,1500 
19366.21*A,OR28,HARVEY'S ACRES,BEAVERTON,OR,ANM,SEA,PR,45-26-29.4220N,122-53-34.3640W,PR,,NON-NPIAS,,N,,,1,0 
15605.*A,4NK5,HARVS,MACEDON,NY,AEA,NYC,PR,43-06-04.2200N,077-22-03.9600W,PR,,NON-NPIAS,,N,,,3,0 
17365.04*A,8NA9,HASHBARGER FARM AIRSTRIP,HOPE,ND,AGL,DMA,PR,47-19-40.9560N,097-40-44.3440W,PR,,NON-NPIAS,,N,,,4,0 
18997.1*A,2K9,HASKELL,HASKELL,OK,ASW,AOK,PU,35-49-58.3000N,095-40-02.7000W,PR,,NON-NPIAS,,N,100LL,PAJA,6,300 
24015.12*A,15F,HASKELL MUNI,HASKELL,TX,ASW,TEX,PU,33-11-29.3527N,099-43-04.3415W,PU,,General Aviation,,N,100LL,AGRI,7,2400 
22912.*A,M29,HASSELL FIELD,CLIFTON,TN,ASO,MEM,PU,35-23-06.2710N,087-58-03.1020W,PU,,General Aviation,,N,,,1,576 
12529.01*A,MT42,HASSKAMP,THREE FORKS,MT,ANM,HLN,PR,45-54-37.7410N,111-30-49.8880W,PR,,NON-NPIAS,,N,,,1,0 
11155.1*A,MS80,HASTING AIRPARK,BRUCE,MS,ASO,JAN,PR,33-59-40.3970N,089-18-45.2660W,PR,,NON-NPIAS,,N,,AGRI  SALES,2,5050 
09903.*A,9D9,HASTINGS,HASTINGS,MI,AGL,DET,PU,42-39-48.7713N,085-20-46.3492W,PU,,General Aviation,,N,100LLA,INSTR,63,11500 
12755.*A,HSI,HASTINGS MUNI,HASTINGS,NE,ACE,NONE,PU,40-36-18.9000N,098-25-40.4000W,PU,,General Aviation,,N,100LLA,AGRI  AMB,23,19000 
08718.01*H,MA35,HAT FACTORY,AMESBURY,MA,ANE,NONE,PR,42-50-06.4500N,070-55-51.9000W,PR,,NON-NPIAS,,N,,,0,0 
10167.01*A,5N7,HAT FIELD,NUNICA,MI,AGL,DET,PU,43-05-49.8860N,086-05-40.6270W,PR,,NON-NPIAS,,N,,AGRI,3,1100 
02603.07*A,6CO4,HAT-FIELD,FORT COLLINS,CO,ANM,DEN,PR,40-30-37.0000N,105-00-05.0000W,PR,,NON-NPIAS,,N,,,2,0 
00405.*A,5AL7,HATAWAY FIELD,KINSTON,AL,ASO,JAN,PR,31-15-00.0000N,086-10-00.0000W,PR,,NON-NPIAS,,N,,,2,0 
19112.*A,HAX,HATBOX FIELD,MUSKOGEE,OK,ASW,AOK,PU,35-44-45.3570N,095-24-45.8950W,PU,,NON-NPIAS,,N,,,17,0 
19608.41*A,5OR8,HATCH,STAYTON,OR,ANM,SEA,PR,44-46-23.4380N,122-51-00.3240W,PR,,NON-NPIAS,,N,,,9,0 
00329.14*H,13AL,HATCH AHP,FORT RUCKER/OZARK,AL,ASO,JAN,PR,31-21-32.3000N,085-37-13.9600W,MR,,NON-NPIAS,,N,,,0,0 
14617.1*A,E05,HATCH MUNI,HATCH,NM,ASW,LNM,PU,32-39-39.8190N,107-11-52.5620W,PU,,General Aviation,,N,,AGRI,0,2500 
05141.2*A,IN69,HATFIELD,BRISTOL,IN,AGL,CHI,PR,41-39-56.1790N,085-49-55.9800W,PR,,NON-NPIAS,,N,,,0,0 
53180.14*H,PR01,HATO REY,SAN JUAN,PR,ASO,ATL,PR,18-25-09.0000N,066-03-24.0000W,PR,,NON-NPIAS,,N,,,0,0 
04867.49*A,4IS6,HATTAN FARMS,MINONK,IL,AGL,CHI,PR,40-55-50.1220N,089-07-14.2920W,PR,,NON-NPIAS,,N,,,1,0 
11255.*A,HBG,HATTIESBURG BOBBY L CHAIN MUNI,HATTIESBURG,MS,ASO,JAN,PU,31-15-53.8000N,089-15-10.4000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,35,44951 
11255.1*A,PIB,HATTIESBURG-LAUREL RGNL,HATTIESBURG/LAUREL,MS,ASO,JAN,PU,31-28-01.7000N,089-20-13.4000W,PU,I A S 06/1974,Commercial Service,,N,100  A,INSTR  RNTL,71,37710 
17451.32*A,5NA2,HAUGEN FARM AIRSTRIP,PORTLAND,ND,AGL,DMA,PR,47-32-15.9470N,097-21-49.3250W,PR,,NON-NPIAS,,N,,,1,0 
21476.31*A,0PA2,HAUNSTEIN,SHERMANS DALE,PA,AEA,HAR,PR,40-19-00.3110N,077-07-28.9280W,PR,,NON-NPIAS,,N,,,0,0 
05073.011*A,75LL,HAUSMANN,WYOMING,IL,AGL,CHI,PR,41-05-01.1330N,089-45-29.3650W,PR,,NON-NPIAS,,N,,,1,0 
04736.13*A,9I0,HAVANA RGNL,HAVANA,IL,AGL,CHI,PU,40-13-21.6950N,090-01-22.0150W,PU,,General Aviation,,N,100LLMOGAS,INSTR  SURV,5,1080 
00717.8*H,AZ80,HAVASU SAMARITAN RGNL HOSPITAL,LAKE HAVASU CITY,AZ,AWP,PHX,PR,34-28-52.0430N,114-20-20.8370W,PR,,NON-NPIAS,,N,,,0,0 
24269.12*A,XS57,HAVELKA HAVEN,MC GREGOR,TX,ASW,TEX,PR,31-27-55.2800N,097-24-17.2500W,PR,,NON-NPIAS,,N,,,1,0 
24986.26*A,TE72,HAVEN FIELD,WAXAHACHIE,TX,ASW,TEX,PR,32-19-37.6800N,096-50-24.8400W,PR,,NON-NPIAS,,N,,,1,0 
12056.55*A,MU34,HAVEN WOOD,ROUND SPRING,MO,ACE,NONE,PR,37-20-10.1650N,091-23-40.4940W,PR,,NON-NPIAS,,N,,,0,0 
15391.1*H,H43,HAVERSTRAW,HAVERSTRAW,NY,AEA,NYC,PU,41-12-39.3300N,073-58-09.4600W,PR,,NON-NPIAS,,N,A,AFRT  CHTR,0,2200 
12399.*A,HVR,HAVRE CITY-COUNTY,HAVRE,MT,ANM,HLN,PU,48-32-34.7000N,109-45-44.4000W,PU,,General Aviation,,N,100LLA    A+,AFRT  AGRI  AMB  CARGO,21,8290 
08573.*C,M06,HAVRE DE GRACE,HAVRE DE GRACE,MD,AEA,DCA,PU,39-32-29.4080N,076-04-10.8180W,PR,,NON-NPIAS,,N,,,0,30 
06050.01*A,2Y2,HAWARDEN MUNI,HAWARDEN,IA,ACE,NONE,PU,43-02-13.4000N,096-29-34.5000W,PU,,NON-NPIAS,,N,,,5,1250 
00371.*A,AL92,HAWK FIELD,HARPERSVILLE,AL,ASO,JAN,PR,33-18-26.4020N,086-24-12.9230W,PR,,NON-NPIAS,,N,,,2,0 
04176.12*A,ID27,HAWK HAVEN,COEUR D'ALENE,ID,ANM,HLN,PR,47-45-19.6530N,116-51-33.7000W,PR,,NON-NPIAS,,N,,,1,0 
22956.03*A,TN07,HAWK HAVEN AIRFIELD,EAGLEVILLE,TN,ASO,MEM,PR,35-41-14.0000N,086-36-23.0000W,PR,,NON-NPIAS,,N,,,3,0 
50303.*C,HWI,HAWK INLET,HAWK INLET,AK,AAL,NONE,PR,58-07-38.7890N,134-45-21.4310W,PR,,NON-NPIAS,,N,,,0,350 
23348.01*H,TA48,HAWK NEST,ARGYLE,TX,ASW,TEX,PR,33-07-38.7300N,097-09-13.9100W,PR,,NON-NPIAS,,N,,,0,0 
24016.*A,1TX9,HAWK RANCH,HAWKINS,TX,ASW,TEX,PR,32-38-15.4970N,095-09-40.8010W,PR,,NON-NPIAS,,N,,,0,0 
25632.18*A,20VG,HAWK RIDGE,BEDFORD,VA,AEA,DCA,PR,37-17-19.2600N,079-26-48.9000W,PR,,NON-NPIAS,,N,,,3,0 
17191.1*A,2NC1,HAWK'S KNOLL,WAXHAW,NC,ASO,MEM,PR,34-59-50.5350N,080-48-03.2570W,PR,,NON-NPIAS,,N,,,1,0 
25449.*A,88VT,HAWK'S NEST,ISLE LAMOTTE,VT,ANE,NONE,PR,44-52-42.0000N,073-21-01.0000W,PR,,NON-NPIAS,,N,,,0,0 
17662.5*A,OH42,HAWK'S NEST,BUTLER,OH,AGL,DET,PR,40-32-24.2200N,082-23-37.5860W,PR,,NON-NPIAS,,N,,,1,0 
23820.13*A,62TA,HAWKEN AIR ONE,ELGIN,TX,ASW,TEX,PR,30-19-06.0000N,097-18-08.0000W,PR,,NON-NPIAS,,N,,,3,0 
04773.4*A,12IL,HAWKER,KANKAKEE,IL,AGL,CHI,PR,41-12-00.1140N,088-01-00.1780W,PR,,NON-NPIAS,,N,,,1,0 
03267.6*H,36FA,HAWKEYE HELI-TOURS,KISSIMMEE,FL,ASO,ORL,PR,28-20-03.0000N,081-29-21.0000W,PR,,NON-NPIAS,,N,,,2,0 
23579.3*A,TX45,HAWKEYE HUNTING CLUB,CENTER,TX,ASW,TEX,PR,31-46-00.5820N,097-07-46.0130W,PR,,NON-NPIAS,,N,,,0,0 
23179.*A,RVN,HAWKINS COUNTY,ROGERSVILLE,TN,ASO,MEM,PU,36-27-27.3000N,082-53-06.1000W,PU,,General Aviation,,N,100LL,INSTR  RNTL,29,10986 
23179.01*H,6TN2,HAWKINS COUNTY MEMORIAL HOSPITAL,ROGERSVILLE,TN,ASO,MEM,PR,36-24-01.3400N,083-01-07.5930W,PR,,NON-NPIAS,,N,,,0,0 
20135.*A,92PA,HAWKINS FIELD,COOPERSTOWN,PA,AEA,HAR,PR,40-42-15.2370N,079-57-07.2050W,PR,,NON-NPIAS,,N,,,1,0 
11282.*A,HKS,HAWKINS FIELD,JACKSON,MS,ASO,JAN,PU,32-20-05.2000N,090-13-21.1000W,PU,,General Aviation,,Y,100LLA+,AFRT  AMB  CHTR  INSTR  RNTL  SALES  SURV,64,32139 
23949.53*A,TX98,HAWKINS PRIVATE,GODLEY,TX,ASW,TEX,PR,32-28-30.5020N,097-30-03.0760W,PR,,NON-NPIAS,,N,,,2,0 
03831.1*A,51A,HAWKINSVILLE-PULASKI COUNTY,HAWKINSVILLE,GA,ASO,ATL,PU,32-17-01.2000N,083-26-16.7000W,PU,,NON-NPIAS,,N,,AGRI,1,4100 
16307.08*A,8NY8,HAWKS FIELD,UTICA,NY,AEA,NONE,PR,42-02-55.0000N,075-17-32.0000W,PR,,NON-NPIAS,,N,,,1,0 
10058.2*H,20MI,HAWKS LANDING,MARINE CITY,MI,AGL,DET,PR,42-42-53.8400N,082-35-11.0900W,PR,,NON-NPIAS,,N,,,0,0 
17191.11*A,07NC,HAWKS MEADOW,WAXHAW,NC,ASO,MEM,PR,34-49-59.5350N,080-45-04.2420W,PR,,NON-NPIAS,,N,,,2,0 
23109.8*A,4TN3,HAWKS NEST,MOSCOW,TN,ASO,MEM,PR,35-07-06.0000N,089-22-04.0000W,PR,,NON-NPIAS,,N,,,3,0 
22567.*A,SC26,HAWKS NEST FARM,WEST UNION,SC,ASO,ATL,PR,34-48-29.0000N,082-59-55.0000W,PR,,NON-NPIAS,,N,,,1,0 
03654.01*H,22GE,HAWKS RIDGE,BALL GROUND,GA,ASO,ATL,PR,34-15-28.0000N,084-16-28.0000W,PR,,NON-NPIAS,,N,,,0,0 
26100.*A,00WN,HAWKS RUN,ASOTIN,WA,ANM,SEA,PR,46-15-00.0000N,117-14-56.4000W,PR,,NON-NPIAS,,N,,,1,0 
10734.8*A,04Y,HAWLEY MUNI,HAWLEY,MN,AGL,DMA,PU,46-53-01.6000N,096-21-02.2000W,PU,,General Aviation,,N,100LL,AGRI  SALES,33,8600 
00226.51*A,6AL6,HAWTHORN PINES,CHATOM,AL,ASO,JAN,PR,31-23-18.9000N,088-05-33.3000W,PR,,NON-NPIAS,,N,,,0,0 
24175.*A,45R,HAWTHORNE FIELD,KOUNTZE/SILSBEE,TX,ASW,TEX,PU,30-20-10.8000N,094-15-27.2000W,PU,,General Aviation,,N,100LLA,INSTR  RNTL,19,4206 
13072.*A,HTH,HAWTHORNE INDUSTRIAL,HAWTHORNE,NV,AWP,PHX,PU,38-32-42.3000N,118-37-56.7000W,PU,,General Aviation,,N,100LLA,,7,12700 
